VERSION 2
BPM 191.40625
PAGE_SHIFT 0.743039
PAGE_SIZE 1.253878
NOTE	0	0.905578	0.544684	0.000000
NOTE	1	1.369977	0.412131	0.305906
NOTE	2	1.811156	0.858115	0.000000
NOTE	3	2.229116	0.768563	0.000000
NOTE	4	2.647075	0.770867	0.142663
NOTE	5	3.111474	0.429197	0.000000
NOTE	6	3.575873	0.734177	0.000000
NOTE	7	4.040272	0.119179	0.000000
NOTE	8	4.504671	0.596985	0.000000
NOTE	9	4.99229	0.364495	0.000000
NOTE	10	5.456689	0.863975	0.000000
NOTE	11	5.921088	0.498604	0.000000
NOTE	12	6.385488	0.513782	0.0564
NOTE	13	6.849887	0.694489	0.000000
NOTE	14	7.337506	0.233454	0.000000
NOTE	15	7.801905	0.269989	0.000000
NOTE	16	8.266304	0.409619	0.485222
NOTE	17	8.730703	0.439356	0.000000
NOTE	18	9.195102	0.283687	0.000000
NOTE	19	9.659501	0.731309	0.000000
NOTE	20	10.1239	0.637541	0.000000
NOTE	21	10.611519	0.896754	0.000000
NOTE	22	11.075918	0.541315	0.000000
NOTE	23	11.540317	0.459691	0.000000
NOTE	24	12.027937	0.581631	0.08106
NOTE	25	12.492336	0.161698	0.000000
NOTE	26	12.956735	0.628727	0.000000
NOTE	27	13.421134	0.143388	0.000000
NOTE	28	13.885533	0.544898	0.443822
NOTE	29	14.349932	0.580268	0.000000
NOTE	30	14.837551	0.331182	0.000000
NOTE	31	15.37161	0.316664	0.000000
NOTE	32	15.905669	0.694635	0.000000
NOTE	33	16.370068	0.688941	0.000000
NOTE	34	16.857687	0.495298	0.000000
NOTE	35	17.322086	0.586989	0.000000
NOTE	36	17.786485	0.763892	0.000000
NOTE	37	18.250884	0.858005	0.000000
NOTE	38	18.738503	0.193056	0.000000
NOTE	39	19.156463	0.227576	0.000000
NOTE	40	19.597642	0.470249	0.000000
NOTE	41	20.062041	0.60726	0.000000
NOTE	42	20.50322	0.527879	0.000000
NOTE	43	20.944399	0.830708	0.000000
NOTE	44	21.385578	0.799613	0.452289
NOTE	45	21.849977	0.668629	0.000000
NOTE	46	22.314376	0.852561	0.000000
NOTE	47	22.778776	0.719479	0.000000
NOTE	48	23.266395	0.449204	0.325862
NOTE	49	23.730794	0.894369	0.000000
NOTE	50	24.195193	0.576822	0.000000
NOTE	51	24.659592	0.794161	0.000000
NOTE	52	25.054331	0.261916	0.000000
NOTE	53	25.44907	0.792725	0.000000
NOTE	54	25.913469	0.87758	0.000000
NOTE	55	26.377868	0.731073	0.225927
NOTE	56	26.842268	0.337557	0.000000
NOTE	57	27.306667	0.757044	0.000000
NOTE	58	27.794286	0.551986	0.000000
NOTE	59	28.258685	0.561959	0.035043
NOTE	60	28.723084	0.792222	0.000000
NOTE	61	29.187483	0.879596	0.000000
NOTE	62	29.651882	0.1333	0.000000
NOTE	63	30.139501	0.786343	0.314495
NOTE	64	30.6039	0.64946	0.000000
NOTE	65	31.068299	0.210929	0.000000
NOTE	66	31.532698	0.431032	0.000000
NOTE	67	32.020317	0.621791	0.15867
NOTE	68	32.484717	0.396144	0.000000
NOTE	69	32.949116	0.201135	0.000000
NOTE	70	33.413515	0.363718	0.000000
NOTE	71	33.877914	0.759176	0.230918
NOTE	72	34.342313	0.804527	0.000000
NOTE	73	34.806712	0.810931	0.000000
NOTE	74	35.294331	0.568061	0.000000
NOTE	75	35.89805	0.52054	0.000000
NOTE	76	36.385669	0.649349	0.000000
NOTE	77	36.850068	0.701408	0.000000
NOTE	78	37.314467	0.51259	0.000000
NOTE	79	37.802086	0.468525	0.000000
NOTE	80	38.266485	0.897003	0.128905
NOTE	81	38.730884	0.826586	0.000000
NOTE	82	39.195283	0.869974	0.000000
NOTE	83	39.659683	0.865572	0.000000
NOTE	84	40.124082	0.768859	0.255785
NOTE	85	40.588481	0.701955	0.000000
NOTE	86	41.0761	0.630638	0.000000
NOTE	87	41.540499	0.445528	0.000000
NOTE	88	42.004898	0.809278	0.000000
NOTE	89	42.469297	0.597512	0.344843
NOTE	90	42.956916	0.621324	0.000000
NOTE	91	43.421315	0.140638	0.000000
NOTE	92	43.885714	0.258905	0.000000
NOTE	93	44.350113	0.579993	0.28497
NOTE	94	44.814512	0.681257	0.000000
NOTE	95	45.278912	0.138881	0.000000
NOTE	96	45.766531	0.15311	0.000000
NOTE	97	46.23093	0.155319	0.045761
NOTE	98	46.695329	0.394374	0.000000
NOTE	99	47.159728	0.207273	0.000000
NOTE	100	47.624127	0.724727	0.000000
NOTE	101	48.111746	0.50356	0.177345
NOTE	102	48.576145	0.444814	0.000000
NOTE	103	49.040544	0.848272	0.000000
NOTE	104	49.504943	0.787133	0.000000
NOTE	105	49.969342	0.831273	0.121138
NOTE	106	50.456961	0.701764	0.000000
NOTE	107	50.921361	0.462117	0.000000
NOTE	108	51.38576	0.376352	0.000000
NOTE	109	51.850159	0.48793	0.349305
NOTE	110	52.314558	0.82327	0.000000
NOTE	111	52.778957	0.703751	0.000000
NOTE	112	53.266576	0.338954	0.000000
NOTE	113	53.730975	0.274012	0.133777
NOTE	114	54.195374	0.12799	0.000000
NOTE	115	54.659773	0.420825	0.000000
NOTE	116	55.124172	0.824081	0.000000
NOTE	117	55.611791	0.633346	0.368353
NOTE	118	56.07619	0.441814	0.000000
NOTE	119	56.54059	0.216396	0.000000
NOTE	120	57.004989	0.458145	0.000000
NOTE	121	57.469388	0.509037	0.19262
NOTE	122	57.957007	0.51274	0.000000
NOTE	123	58.421406	0.154605	0.000000
NOTE	124	58.885805	0.429906	0.000000
NOTE	125	59.350204	0.756259	0.469352
NOTE	126	59.814603	0.54245	0.000000
NOTE	127	60.302222	0.668344	0.000000
NOTE	128	60.766621	0.312505	0.000000
NOTE	129	61.23102	0.768887	0.000000
NOTE	130	61.6722	0.609063	0.000000
NOTE	131	62.113379	0.213738	0.000000
NOTE	132	62.554558	0.260432	0.000000
NOTE	133	62.972517	0.135597	0.000000
NOTE	134	63.413696	0.40501	0.000000
NOTE	135	63.854875	0.138977	0.000000
NOTE	136	64.365714	0.790914	0.000000
NOTE	137	64.853333	0.869611	0.000000
NOTE	138	65.364172	0.397038	0.000000
NOTE	139	65.851791	0.549755	0.000000
NOTE	140	66.36263	0.314483	0.000000
NOTE	141	66.80381	0.387864	0.000000
NOTE	142	67.244989	0.121716	0.000000
NOTE	143	67.709388	0.197396	0.000000
NOTE	144	68.173787	0.188921	0.000000
NOTE	145	68.638186	0.414586	0.000000
NOTE	146	69.102585	0.242574	0.000000
NOTE	147	69.566984	0.749363	0.389469
NOTE	148	70.031383	0.548531	0.000000
NOTE	149	70.472562	0.20332	0.000000
NOTE	150	70.913741	0.723179	0.000000
NOTE	151	71.378141	0.722059	0.000000
NOTE	152	71.86576	0.1616	0.000000
NOTE	153	72.330159	0.295206	0.000000
NOTE	154	72.794558	0.555464	0.000000
NOTE	155	73.258957	0.284173	0.000000
NOTE	156	73.723356	0.708273	0.000000
NOTE	157	74.210975	0.55131	0.000000
NOTE	158	74.675374	0.154506	0.000000
NOTE	159	75.116553	0.246576	0.000000
NOTE	160	75.604172	0.384096	0.000000
NOTE	161	76.068571	0.140656	0.000000
NOTE	162	76.55619	0.222745	0.000000
NOTE	163	77.02059	0.13605	0.431224
NOTE	164	77.484989	0.793296	0.000000
NOTE	165	77.949388	0.121121	0.000000
NOTE	166	78.413787	0.638697	0.000000
NOTE	167	78.878186	0.733913	0.000000
NOTE	168	79.365805	0.37558	0.000000
NOTE	169	79.830204	0.787294	0.000000
NOTE	170	80.294603	0.852041	0.000000
NOTE	171	80.759002	0.120025	0.000000
NOTE	172	81.246621	0.306255	0.000000
NOTE	173	81.71102	0.304118	0.000000
NOTE	174	82.17542	0.248421	0.000000
NOTE	175	82.639819	0.683964	0.44592
NOTE	176	83.104218	0.307869	0.000000
NOTE	177	83.568617	0.423099	0.000000
NOTE	178	84.033016	0.849494	0.000000
NOTE	179	84.520635	0.771848	0.000000
NOTE	180	84.985034	0.319332	0.000000
NOTE	181	85.449433	0.383829	0.000000
NOTE	182	85.913832	0.887705	0.000000
NOTE	183	86.355011	0.371628	0.000000
NOTE	184	86.84263	0.119844	0.000000
NOTE	185	87.307029	0.667776	0.000000
NOTE	186	87.794649	0.265718	0.000000
NOTE	187	88.259048	0.392841	0.000000
NOTE	188	88.723447	0.511805	0.332163
NOTE	189	89.211066	0.356805	0.000000
NOTE	190	89.675465	0.281712	0.000000
NOTE	191	90.139864	0.169131	0.000000
NOTE	192	90.604263	0.231996	0.439181
NOTE	193	91.068662	0.190739	0.000000
NOTE	194	91.533061	0.108901	0.000000
NOTE	195	91.99746	0.175398	0.000000
NOTE	196	92.461859	0.622385	0.438834
NOTE	197	92.926259	0.476605	0.000000
NOTE	198	93.413878	0.719674	0.000000
NOTE	199	93.878277	0.813163	0.000000
NOTE	200	94.342676	0.418475	0.000000
NOTE	201	94.807075	0.105342	0.000000
NOTE	202	95.271474	0.616242	0.000000
NOTE	203	95.735873	0.233759	0.000000
NOTE	204	96.200272	0.126028	0.000000
NOTE	205	96.641451	0.169109	0.000000
NOTE	206	97.10585	0.850342	0.000000
NOTE	207	97.570249	0.258044	0.000000
NOTE	208	98.057868	0.248192	0.000000
NOTE	209	98.568707	0.203175	0.000000
NOTE	210	99.056327	0.362694	0.000000
NOTE	211	99.474286	0.46414	0.000000
NOTE	212	99.892245	0.658489	0.000000
NOTE	213	100.310204	0.376864	0.000000
NOTE	214	100.728163	0.454953	0.000000
NOTE	215	101.378322	0.864874	0.238497
NOTE	216	101.842721	0.720723	0.000000
NOTE	217	102.30712	0.648827	0.000000
NOTE	218	102.794739	0.197784	0.000000
NOTE	219	103.259138	0.273107	0.063652
NOTE	220	103.723537	0.225188	0.000000
NOTE	221	104.211156	0.392736	0.000000
NOTE	222	104.675556	0.2717	0.000000
NOTE	223	105.139955	0.688265	0.096926
NOTE	224	105.604354	0.366622	0.000000
NOTE	225	106.068753	0.180202	0.000000
NOTE	226	106.556372	0.758536	0.000000
NOTE	227	107.020771	0.334758	0.34452
NOTE	228	107.48517	0.894526	0.000000
NOTE	229	107.949569	0.603253	0.000000
NOTE	230	108.437188	0.140429	0.000000
NOTE	231	108.901587	0.763822	0.119773
NOTE	232	109.365986	0.535554	0.000000
NOTE	233	109.830385	0.467277	0.000000
NOTE	234	110.294785	0.475924	0.000000
NOTE	235	110.759184	0.871575	0.334066
NOTE	236	111.223583	0.221345	0.000000
NOTE	237	111.711202	0.897745	0.000000
NOTE	238	112.175601	0.254771	0.000000
NOTE	239	112.64	0.82196	0.046899
NOTE	240	113.197279	0.534376	0.000000
NOTE	241	113.731338	0.476972	0.000000
NOTE	242	114.218957	0.285041	0.000000
NOTE	243	114.683356	0.584037	0.000000
NOTE	244	115.147755	0.333126	0.315701
NOTE	245	115.612154	0.693641	0.000000
NOTE	246	116.076553	0.542887	0.000000
NOTE	247	116.540952	0.369948	0.000000
NOTE	248	117.005351	0.61142	0.000000
NOTE	249	117.469751	0.738797	0.000000
NOTE	250	117.93415	0.458027	0.000000
NOTE	251	118.421769	0.776282	0.000000
NOTE	252	118.886168	0.445394	0.000000
NOTE	253	119.350567	0.367526	0.000000
NOTE	254	119.814966	0.148596	0.000000
NOTE	255	120.279365	0.355925	0.000000
NOTE	256	120.743764	0.271964	0.000000
NOTE	257	121.231383	0.555377	0.000000
NOTE	258	121.695782	0.106809	0.000000
NOTE	259	122.160181	0.214092	0.000000
NOTE	260	122.62458	0.88674	0.40838
NOTE	261	123.08898	0.577449	0.000000
NOTE	262	123.576599	0.503691	0.000000
NOTE	263	124.040998	0.242024	0.000000
NOTE	264	124.505397	0.33161	0.292829
NOTE	265	124.993016	0.731858	0.000000
NOTE	266	125.457415	0.58431	0.000000
NOTE	267	125.921814	0.561648	0.000000
NOTE	268	126.386213	0.798351	0.487033
NOTE	269	126.850612	0.589834	0.000000
NOTE	270	127.315011	0.667258	0.000000
NOTE	271	127.80263	0.660677	0.000000
NOTE	272	128.267029	0.898955	0.063821
NOTE	273	128.731429	0.368394	0.000000
NOTE	274	129.195828	0.467808	0.000000
NOTE	275	129.660227	0.750548	0.000000
NOTE	276	130.124626	0.253442	0.067959
NOTE	277	130.612245	0.76524	0.000000
NOTE	278	131.076644	0.734975	0.000000
NOTE	279	131.541043	0.662683	0.000000
NOTE	280	132.005442	0.452718	0.122193
NOTE	281	132.469841	0.167706	0.000000
NOTE	282	132.93424	0.820658	0.000000
NOTE	283	133.421859	0.531352	0.000000
NOTE	284	133.886259	0.258411	0.179824
NOTE	285	134.350658	0.364653	0.000000
NOTE	286	134.815057	0.379586	0.000000
NOTE	287	135.279456	0.116013	0.000000
NOTE	288	135.674195	0.454572	0.000000
NOTE	289	136.068934	0.693569	0.000000
NOTE	290	136.533333	0.290286	0.000000
NOTE	291	136.997732	0.471156	0.000000
NOTE	292	137.485351	0.311445	0.000000
NOTE	293	137.949751	0.44767	0.000000
NOTE	294	138.41415	0.438543	0.000000
NOTE	295	138.878549	0.382829	0.371024
NOTE	296	139.342948	0.245556	0.000000
NOTE	297	139.830567	0.310145	0.000000
NOTE	298	140.294966	0.190005	0.000000
NOTE	299	140.759365	0.353766	0.000000
NOTE	300	141.223764	0.707214	0.000000
NOTE	301	141.711383	0.142157	0.000000
NOTE	302	142.199002	0.622833	0.000000
NOTE	303	142.663401	0.452501	0.000000
NOTE	304	143.1278	0.148972	0.000000
NOTE	305	143.5922	0.890453	0.000000
NOTE	306	144.056599	0.572171	0.000000
NOTE	307	144.520998	0.502269	0.000000
